Year,Sex,Age,Location,Units,Value
2005,,,,PERCENT,0.07439
2006,,,,PERCENT,0.08857
2007,,,,PERCENT,0.05258
2008,,,,PERCENT,0.07429
2009,,,,PERCENT,0.10457
2010,,,,PERCENT,0.0728
2011,,,,PERCENT,4.36343
2012,,,,PERCENT,2.92038
2013,,,,PERCENT,3.06416
2014,,,,PERCENT,2.10646
2015,,,,PERCENT,3.07658
2016,,,,PERCENT,1.59818
2017,,,,PERCENT,2.83092
2018,,,,PERCENT,3.86609
2019,,,,PERCENT,4.11962
2020,,,,PERCENT,2.27655
