Year,Sex,Age,Location,Units,Value
2000,,,,NUMBER,1
2005,,,,NUMBER,1
2010,,,,NUMBER,1
2015,,,,NUMBER,1
2016,,,,NUMBER,1
2017,,,,NUMBER,1
2018,,,,NUMBER,1
2019,,,,NUMBER,1
2020,,,,NUMBER,1
2021,,,,NUMBER,1
