Year,Sex,Age,Location,Quantile,Units,Value
2000,,,,,PERCENT,5
2001,,,,,PERCENT,5
2002,,,,,PERCENT,5
2003,,,,,PERCENT,5
2004,,,,,PERCENT,5
2005,,,,,PERCENT,5
2006,,,,,PERCENT,5
2007,,,,,PERCENT,5
2008,,,,,PERCENT,5
2009,,,,,PERCENT,5
2010,,,,,PERCENT,5
2011,,,,,PERCENT,5
2012,,,,,PERCENT,5
2013,,,,,PERCENT,5
2014,,,,,PERCENT,5
2015,,,,,PERCENT,5
2016,,,,,PERCENT,5
2017,,,,,PERCENT,5
2018,,,,,PERCENT,5
2019,,,,,PERCENT,5
2020,,,,,PERCENT,5
