Year,Sex,Age,Location,Quantile,Units,Value
2015,,,,,PERCENT,33.33
2015,,,,,PERCENT,100
2015,,,,,PERCENT,92.16
2015,,,,,PERCENT,66.67
2020,,,,,PERCENT,100
2020,,,,,PERCENT,33.33
2020,,,,,PERCENT,100
2020,,,,,PERCENT,81.03
2020,,,,,PERCENT,37.5
