Year;Sex;Age;Location;Units;Value
;;;;;
2013;;;;INDEX;0,09
2014;;;;INDEX;0,09
2015;;;;INDEX;0,08
2016;;;;INDEX;0,08
2017;;;;INDEX;0,09
2018;;;;INDEX;0,03
