Year;Sex;Age;Location;Units;Value
2021;;;;PERCENT;0.23643
2021;;;;KMSQ;31.36366
2016;;;;PERCENT;12,6
2017;;;;PERCENT;13,8
2018;;;;PERCENT;13,8
2019;;;;PERCENT;13,8
2020;;;;PERCENT;13,8
2021;;;;PERCENT;13,8
