Year,Sex,Age,Location,Quantile,Units,Value
2005,,,,,PERCENT,7.78469
2006,,,,,PERCENT,9.03713
2007,,,,,PERCENT,7.52907
2008,,,,,PERCENT,7.59889
2009,,,,,PERCENT,12.33373
2010,,,,,PERCENT,3.05421
2011,,,,,PERCENT,2.44067
2012,,,,,PERCENT,3.05352
2013,,,,,PERCENT,3.28723
2014,,,,,PERCENT,3.21189
2015,,,,,PERCENT,3.72883
2016,,,,,PERCENT,4.00456
2017,,,,,PERCENT,3.3689
2018,,,,,PERCENT,2.30547
2019,,,,,PERCENT,7.13686
2020,,,,,PERCENT,2.26989
