Year;Sex;Age;Location;Units;Value
2010;;;;CON_USD;194.53
2011;;;;CON_USD;245.98
2012;;;;CON_USD;318.69
2013;;;;CON_USD;395.76
2014;;;;CON_USD;388.41
2015;;;;CON_USD;366.8
2016;;;;CON_USD;
2017;;;;CON_USD;
2018;;;;CON_USD;276.8
2019;;;;CON_USD;276.8
2020;;;;CON_USD;276.8
