Year,Sex,Age,Location,Quantile,Units,Value
2014,,,,,NUMBER,251.0
2015,,,,,NUMBER,
2016,,,,,NUMBER,
2017,,,,,NUMBER,
2018,,,,,NUMBER,53.0
2019,,,,,NUMBER,
2020,,,,,NUMBER,
2021,,,,,NUMBER,
2022,,,,,NUMBER,
