Year,Sex,Age,Location,Units,Value
2000,,,,PERCENT,97.94
2001,,,,PERCENT,98.34
2002,,,,PERCENT,98.27
2003,,,,PERCENT,97.97
2004,,,,PERCENT,97.88
2005,,,,PERCENT,97.42
2006,,,,PERCENT,97.33
2007,,,,PERCENT,97.17
2008,,,,PERCENT,96.97
2009,,,,PERCENT,97.02
2010,,,,PERCENT,96.81
2011,,,,PERCENT,96.21
2012,,,,PERCENT,95.47
2013,,,,PERCENT,93.92
2014,,,,PERCENT,92.87
2015,,,,PERCENT,95.82
2016,,,,PERCENT,97.03
2017,,,,PERCENT,96.7
2018,,,,PERCENT,96.38
2019,,,,PERCENT,96.24
