Year,Sex,Age,Location,Quantile,Units,Value
2002,,,,,TONNES,10539737.76819
2002,,,,,TONNES,0
2002,,,,,TONNES,2993659.4
2002,,,,,TONNES,10539737.76819
2002,,,,,TONNES,24230030
2002,,,,,TONNES,1929144.9809
2002,,,,,TONNES,17418720.83
2002,,,,,TONNES,33906250
2002,,,,,TONNES,48248394.56
2002,,,,,TONNES,140101350.61309
2002,,,,,TONNES,93395640.864
2002,,,,,TONNES,0
2003,,,,,TONNES,0.33994
2003,,,,,TONNES,0
2003,,,,,TONNES,0.47857
2003,,,,,TONNES,2.74078
2003,,,,,TONNES,0
2003,,,,,TONNES,1.83969
2003,,,,,TONNES,0
2003,,,,,TONNES,0.15238
2003,,,,,TONNES,0.04989
2003,,,,,TONNES,0.74872
2003,,,,,TONNES,0.05818
2003,,,,,TONNES,0
2003,,,,,TONNES,0.15238
2003,,,,,TONNES,0.9562
2003,,,,,TONNES,0.0068
2003,,,,,TONNES,0
2003,,,,,TONNES,0.69883
2003,,,,,TONNES,0
2003,,,,,KG_PER_CON_USD,0
2003,,,,,KG_PER_CON_USD,0
2003,,,,,KG_PER_CON_USD,0.17012
2003,,,,,KG_PER_CON_USD,0.99403
2003,,,,,KG_PER_CON_USD,0
2003,,,,,KG_PER_CON_USD,1.39937
2003,,,,,KG_PER_CON_USD,2.18932
2003,,,,,KG_PER_CON_USD,2.04343
2003,,,,,KG_PER_CON_USD,0
2003,,,,,KG_PER_CON_USD,0
2003,,,,,KG_PER_CON_USD,0
2003,,,,,KG_PER_CON_USD,0.44556
2003,,,,,KG_PER_CON_USD,0.01989
2003,,,,,KG_PER_CON_USD,2.796
2003,,,,,KG_PER_CON_USD,8.01431
2003,,,,,KG_PER_CON_USD,5.37942
2003,,,,,KG_PER_CON_USD,0.44556
2003,,,,,KG_PER_CON_USD,0.1459
2003,,,,,TONNES,141496046.78553
2003,,,,,TONNES,49172886.16
2003,,,,,TONNES,2565837.839
2003,,,,,TONNES,7836067.91653
2003,,,,,TONNES,0
2003,,,,,TONNES,349841
2003,,,,,TONNES,38503337.839
2003,,,,,TONNES,0
2003,,,,,TONNES,94745049.03
2003,,,,,TONNES,0
2003,,,,,TONNES,0
2003,,,,,TONNES,35937500
2003,,,,,TONNES,411000
2003,,,,,TONNES,17481776.52
2003,,,,,TONNES,24610593
2003,,,,,TONNES,7836067.91653
2003,,,,,TONNES,2991938.3
2003,,,,,TONNES,0
2004,,,,,TONNES,0.00661
2004,,,,,TONNES,0.94533
2004,,,,,TONNES,0.10558
2004,,,,,TONNES,0
2004,,,,,TONNES,1.80293
2004,,,,,TONNES,0
2004,,,,,TONNES,0.46406
2004,,,,,TONNES,0.73607
2004,,,,,TONNES,0.00009
2004,,,,,TONNES,0
2004,,,,,TONNES,0
2004,,,,,TONNES,0.33056
2004,,,,,TONNES,2.70211
2004,,,,,TONNES,0.00009
2004,,,,,TONNES,0.05636
2004,,,,,TONNES,0.7935
2004,,,,,TONNES,0.05743
2004,,,,,TONNES,0.10558
2004,,,,,KG_PER_CON_USD,1.31191
2004,,,,,KG_PER_CON_USD,0
2004,,,,,KG_PER_CON_USD,0.93451
2004,,,,,KG_PER_CON_USD,5.0969
2004,,,,,KG_PER_CON_USD,7.63889
2004,,,,,KG_PER_CON_USD,0.01869
2004,,,,,KG_PER_CON_USD,0.16235
2004,,,,,KG_PER_CON_USD,0.29849
2004,,,,,KG_PER_CON_USD,0.00027
2004,,,,,KG_PER_CON_USD,2.08088
2004,,,,,KG_PER_CON_USD,2.24323
2004,,,,,KG_PER_CON_USD,2.67246
2004,,,,,KG_PER_CON_USD,0.29849
2004,,,,,KG_PER_CON_USD,0
2004,,,,,KG_PER_CON_USD,0.00027
2004,,,,,KG_PER_CON_USD,0.15934
2004,,,,,KG_PER_CON_USD,0
2004,,,,,KG_PER_CON_USD,0
2004,,,,,TONNES,0
2004,,,,,TONNES,2991127.2
2004,,,,,TONNES,5603219.11608
2004,,,,,TONNES,24627225
2004,,,,,TONNES,17542618.45
2004,,,,,TONNES,458000
2004,,,,,TONNES,0
2004,,,,,TONNES,0
2004,,,,,TONNES,144072895.88708
2004,,,,,TONNES,0
2004,,,,,TONNES,39062500
2004,,,,,TONNES,42110169.381
2004,,,,,TONNES,350808
2004,,,,,TONNES,5000
2004,,,,,TONNES,5603219.11608
2004,,,,,TONNES,3047669.381
2004,,,,,TONNES,50167601
2004,,,,,TONNES,95899566.39
2005,,,,,TONNES,0.14869
2005,,,,,TONNES,0.06218
2005,,,,,TONNES,0.91778
2005,,,,,TONNES,0.05458
2005,,,,,TONNES,0
2005,,,,,TONNES,2.83249
2005,,,,,TONNES,0.32142
2005,,,,,TONNES,0
2005,,,,,TONNES,0.8556
2005,,,,,TONNES,0
2005,,,,,TONNES,0.45087
2005,,,,,TONNES,0
2005,,,,,TONNES,1.76602
2005,,,,,TONNES,0
2005,,,,,TONNES,0.14869
2005,,,,,TONNES,0.00638
2005,,,,,TONNES,0.93277
2005,,,,,TONNES,0
2005,,,,,KG_PER_CON_USD,0
2005,,,,,KG_PER_CON_USD,0
2005,,,,,KG_PER_CON_USD,0.15009
2005,,,,,KG_PER_CON_USD,0
2005,,,,,KG_PER_CON_USD,0.40885
2005,,,,,KG_PER_CON_USD,2.56491
2005,,,,,KG_PER_CON_USD,0
2005,,,,,KG_PER_CON_USD,0
2005,,,,,KG_PER_CON_USD,0.40885
2005,,,,,KG_PER_CON_USD,0.17098
2005,,,,,KG_PER_CON_USD,1.2398
2005,,,,,KG_PER_CON_USD,0.01753
2005,,,,,KG_PER_CON_USD,7.78869
2005,,,,,KG_PER_CON_USD,0.88382
2005,,,,,KG_PER_CON_USD,4.85614
2005,,,,,KG_PER_CON_USD,0
2005,,,,,KG_PER_CON_USD,2.5237
2005,,,,,KG_PER_CON_USD,2.35271
2005,,,,,TONNES,156017049.81784
2005,,,,,TONNES,0
2005,,,,,TONNES,97019514.66
2005,,,,,TONNES,51102773.72
2005,,,,,TONNES,3406634.036
2005,,,,,TONNES,24701449
2005,,,,,TONNES,8145878.12184
2005,,,,,TONNES,2990327
2005,,,,,TONNES,0
2005,,,,,TONNES,349265
2005,,,,,TONNES,50281634.036
2005,,,,,TONNES,0
2005,,,,,TONNES,8145878.12184
2005,,,,,TONNES,46875000
2005,,,,,TONNES,0
2005,,,,,TONNES,0
2005,,,,,TONNES,567000
2005,,,,,TONNES,17609104.3
2006,,,,,TONNES,0.80062
2006,,,,,TONNES,-0.0003
2006,,,,,TONNES,0
2006,,,,,TONNES,0.9163
2006,,,,,TONNES,0.00624
2006,,,,,TONNES,0.05284
2006,,,,,TONNES,0.86307
2006,,,,,TONNES,0.06245
2006,,,,,TONNES,0.19173
2006,,,,,TONNES,0.19173
2006,,,,,TONNES,1.73418
2006,,,,,TONNES,0
2006,,,,,TONNES,0
2006,,,,,TONNES,0.31313
2006,,,,,TONNES,0.44568
2006,,,,,TONNES,2.78883
2006,,,,,TONNES,-0.00016
2006,,,,,TONNES,0.00015
2006,,,,,KG_PER_CON_USD,0.16839
2006,,,,,KG_PER_CON_USD,4.6758
2006,,,,,KG_PER_CON_USD,7.51939
2006,,,,,KG_PER_CON_USD,0.01681
2006,,,,,KG_PER_CON_USD,2.47058
2006,,,,,KG_PER_CON_USD,0.51696
2006,,,,,KG_PER_CON_USD,-0.00042
2006,,,,,KG_PER_CON_USD,0.51696
2006,,,,,KG_PER_CON_USD,-0.00081
2006,,,,,KG_PER_CON_USD,0
2006,,,,,KG_PER_CON_USD,2.15866
2006,,,,,KG_PER_CON_USD,2.32705
2006,,,,,KG_PER_CON_USD,0
2006,,,,,KG_PER_CON_USD,0.84427
2006,,,,,KG_PER_CON_USD,1.20167
2006,,,,,KG_PER_CON_USD,0.14247
2006,,,,,KG_PER_CON_USD,0
2006,,,,,KG_PER_CON_USD,0.00039
2006,,,,,TONNES,8226
2006,,,,,TONNES,2989526
2006,,,,,TONNES,10847790.85715
2006,,,,,TONNES,-17000
2006,,,,,TONNES,3533536.28
2006,,,,,TONNES,51842442.76
2006,,,,,TONNES,98494961.272
2006,,,,,TONNES,158808406.97165
2006,,,,,TONNES,0
2006,,,,,TONNES,25215851
2006,,,,,TONNES,17716123.08
2006,,,,,TONNES,631226
2006,,,,,TONNES,0
2006,,,,,TONNES,0
2006,,,,,TONNES,45297251.5625
2006,,,,,TONNES,352813
2006,,,,,TONNES,10847790.85715
2006,,,,,TONNES,48830787.8425
2007,,,,,TONNES,0.36991
2007,,,,,TONNES,0.00028
2007,,,,,TONNES,0.06045
2007,,,,,TONNES,1.69626
2007,,,,,TONNES,0.36991
2007,,,,,TONNES,0.90087
2007,,,,,TONNES,0.0061
2007,,,,,TONNES,0.00005
2007,,,,,TONNES,0.76055
2007,,,,,TONNES,0
2007,,,,,TONNES,0.821
2007,,,,,TONNES,0.05113
2007,,,,,TONNES,0.00033
2007,,,,,TONNES,2.8875
2007,,,,,TONNES,0.30657
2007,,,,,TONNES,0
2007,,,,,TONNES,0.43159
2007,,,,,TONNES,0
2007,,,,,KG_PER_CON_USD,1.13143
2007,,,,,KG_PER_CON_USD,0.00087
2007,,,,,KG_PER_CON_USD,0.96974
2007,,,,,KG_PER_CON_USD,2.36166
2007,,,,,KG_PER_CON_USD,0.01599
2007,,,,,KG_PER_CON_USD,7.56972
2007,,,,,KG_PER_CON_USD,2.15229
2007,,,,,KG_PER_CON_USD,0.15847
2007,,,,,KG_PER_CON_USD,0.00074
2007,,,,,KG_PER_CON_USD,0
2007,,,,,KG_PER_CON_USD,0.13404
2007,,,,,KG_PER_CON_USD,0.80369
2007,,,,,KG_PER_CON_USD,0
2007,,,,,KG_PER_CON_USD,4.44682
2007,,,,,KG_PER_CON_USD,0
2007,,,,,KG_PER_CON_USD,1.99382
2007,,,,,KG_PER_CON_USD,0.00013
2007,,,,,KG_PER_CON_USD,0.96974
2007,,,,,TONNES,0
2007,,,,,TONNES,169891300.49944
2007,,,,,TONNES,0
2007,,,,,TONNES,0
2007,,,,,TONNES,664452
2007,,,,,TONNES,25228053
2007,,,,,TONNES,21622718.22694
2007,,,,,TONNES,17920229.92
2007,,,,,TONNES,2988727
2007,,,,,TONNES,99609550.43
2007,,,,,TONNES,52658939.12
2007,,,,,TONNES,3533536.28
2007,,,,,TONNES,3000
2007,,,,,TONNES,47990562.8425
2007,,,,,TONNES,21622718.22694
2007,,,,,TONNES,356625
2007,,,,,TONNES,44457026.5625
2007,,,,,TONNES,16452
2008,,,,,TONNES,0.29886
2008,,,,,TONNES,3.17526
2008,,,,,TONNES,0.4193
2008,,,,,TONNES,0.04949
2008,,,,,TONNES,0.00054
2008,,,,,TONNES,0.91943
2008,,,,,TONNES,0.05551
2008,,,,,TONNES,0
2008,,,,,TONNES,0.86392
2008,,,,,TONNES,0.00026
2008,,,,,TONNES,0.0056
2008,,,,,TONNES,0.88331
2008,,,,,TONNES,0.59871
2008,,,,,TONNES,0
2008,,,,,TONNES,1.65657
2008,,,,,TONNES,0
2008,,,,,TONNES,0.00027
2008,,,,,TONNES,0.59871
2008,,,,,KG_PER_CON_USD,0.14159
2008,,,,,KG_PER_CON_USD,2.34505
2008,,,,,KG_PER_CON_USD,1.52704
2008,,,,,KG_PER_CON_USD,0.00068
2008,,,,,KG_PER_CON_USD,2.25293
2008,,,,,KG_PER_CON_USD,1.52704
2008,,,,,KG_PER_CON_USD,0.00137
2008,,,,,KG_PER_CON_USD,1.06945
2008,,,,,KG_PER_CON_USD,0.12623
2008,,,,,KG_PER_CON_USD,0
2008,,,,,KG_PER_CON_USD,0
2008,,,,,KG_PER_CON_USD,2.20347
2008,,,,,KG_PER_CON_USD,4.22515
2008,,,,,KG_PER_CON_USD,0
2008,,,,,KG_PER_CON_USD,0.76226
2008,,,,,KG_PER_CON_USD,8.09862
2008,,,,,KG_PER_CON_USD,0.01428
2008,,,,,KG_PER_CON_USD,0.00069
2008,,,,,TONNES,192993868.97567
2008,,,,,TONNES,100681577.654
2008,,,,,TONNES,0
2008,,,,,TONNES,52190512.5
2008,,,,,TONNES,338294
2008,,,,,TONNES,36169043.98967
2008,,,,,TONNES,3353601.832
2008,,,,,TONNES,55544114.332
2008,,,,,TONNES,16000
2008,,,,,TONNES,53362035.96
2008,,,,,TONNES,16452
2008,,,,,TONNES,2989802
2008,,,,,TONNES,18054636.25
2008,,,,,TONNES,25330625
2008,,,,,TONNES,36169043.98967
2008,,,,,TONNES,576452
2008,,,,,TONNES,0
2008,,,,,TONNES,0
2009,,,,,TONNES,0.41115
2009,,,,,TONNES,2.81441
2009,,,,,TONNES,0.29072
2009,,,,,TONNES,0
2009,,,,,TONNES,1.62255
2009,,,,,TONNES,0
2009,,,,,TONNES,0.60957
2009,,,,,TONNES,0.60957
2009,,,,,TONNES,0.00026
2009,,,,,TONNES,0.04914
2009,,,,,TONNES,0.04783
2009,,,,,TONNES,0.58204
2009,,,,,TONNES,0.00025
2009,,,,,TONNES,0.86731
2009,,,,,TONNES,0.00554
2009,,,,,TONNES,-0.00002
2009,,,,,TONNES,0.5329
2009,,,,,TONNES,0
2009,,,,,KG_PER_CON_USD,2.22323
2009,,,,,KG_PER_CON_USD,0.0142
2009,,,,,KG_PER_CON_USD,7.21438
2009,,,,,KG_PER_CON_USD,0.74521
2009,,,,,KG_PER_CON_USD,0
2009,,,,,KG_PER_CON_USD,4.1592
2009,,,,,KG_PER_CON_USD,0.00068
2009,,,,,KG_PER_CON_USD,0
2009,,,,,KG_PER_CON_USD,0.12262
2009,,,,,KG_PER_CON_USD,1.56254
2009,,,,,KG_PER_CON_USD,1.05394
2009,,,,,KG_PER_CON_USD,0.00063
2009,,,,,KG_PER_CON_USD,1.36602
2009,,,,,KG_PER_CON_USD,-0.00004
2009,,,,,KG_PER_CON_USD,0
2009,,,,,KG_PER_CON_USD,1.56254
2009,,,,,KG_PER_CON_USD,0.12598
2009,,,,,KG_PER_CON_USD,1.492
2009,,,,,TONNES,36347859.693
2009,,,,,TONNES,38066532.91847
2009,,,,,TONNES,345996
2009,,,,,TONNES,33278843.75
2009,,,,,TONNES,0
2009,,,,,TONNES,0
2009,,,,,TONNES,16452
2009,,,,,TONNES,0
2009,,,,,TONNES,176823558.40147
2009,,,,,TONNES,101882091.79
2009,,,,,TONNES,54162132.32
2009,,,,,TONNES,-1000
2009,,,,,TONNES,3069015.943
2009,,,,,TONNES,38066532.91847
2009,,,,,TONNES,25675868
2009,,,,,TONNES,18154768.51
2009,,,,,TONNES,2987212
2009,,,,,TONNES,512452
2010,,,,,TONNES,0.00545
2010,,,,,TONNES,0.84728
2010,,,,,TONNES,0.8311
2010,,,,,TONNES,1.61109
2010,,,,,TONNES,0
2010,,,,,TONNES,0
2010,,,,,TONNES,2.98103
2010,,,,,TONNES,0
2010,,,,,TONNES,-0.00002
2010,,,,,TONNES,0.48804
2010,,,,,TONNES,0.42702
2010,,,,,TONNES,0.28508
2010,,,,,TONNES,0.00024
2010,,,,,TONNES,0.53861
2010,,,,,TONNES,0.04626
2010,,,,,TONNES,0.05057
2010,,,,,TONNES,0.8311
2010,,,,,TONNES,0.00025
2010,,,,,KG_PER_CON_USD,1.3327
2010,,,,,KG_PER_CON_USD,2.0564
2010,,,,,KG_PER_CON_USD,0
2010,,,,,KG_PER_CON_USD,-0.00004
2010,,,,,KG_PER_CON_USD,3.98635
2010,,,,,KG_PER_CON_USD,0
2010,,,,,KG_PER_CON_USD,2.0564
2010,,,,,KG_PER_CON_USD,0.11445
2010,,,,,KG_PER_CON_USD,0.00063
2010,,,,,KG_PER_CON_USD,0
2010,,,,,KG_PER_CON_USD,0.12513
2010,,,,,KG_PER_CON_USD,0.70539
2010,,,,,KG_PER_CON_USD,7.37605
2010,,,,,KG_PER_CON_USD,0.01348
2010,,,,,KG_PER_CON_USD,2.09646
2010,,,,,KG_PER_CON_USD,0.00059
2010,,,,,KG_PER_CON_USD,1.05658
2010,,,,,KG_PER_CON_USD,1.20757
2010,,,,,TONNES,18406056.38
2010,,,,,TONNES,53658809.70599
2010,,,,,TONNES,0
2010,,,,,TONNES,0
2010,,,,,TONNES,31509718.75
2010,,,,,TONNES,53658809.70599
2010,,,,,TONNES,3265096.257
2010,,,,,TONNES,729452
2010,,,,,TONNES,16452
2010,,,,,TONNES,2986439.7
2010,,,,,TONNES,27569791
2010,,,,,TONNES,-1000
2010,,,,,TONNES,34774815.007
2010,,,,,TONNES,54703960.04
2010,,,,,TONNES,104764611.726
2010,,,,,TONNES,193944217.43899
2010,,,,,TONNES,0
2010,,,,,TONNES,351732
2011,,,,,TONNES,0.00025
2011,,,,,TONNES,0.93324
2011,,,,,TONNES,0.04572
2011,,,,,TONNES,0.04473
2011,,,,,TONNES,0.49627
2011,,,,,TONNES,0.00025
2011,,,,,TONNES,0.27652
2011,,,,,TONNES,0
2011,,,,,TONNES,0.45055
2011,,,,,TONNES,0
2011,,,,,TONNES,3.00544
2011,,,,,TONNES,0
2011,,,,,TONNES,0.41741
2011,,,,,TONNES,0
2011,,,,,TONNES,1.57568
2011,,,,,TONNES,0.93324
2011,,,,,TONNES,0.83164
2011,,,,,TONNES,0.00538
2011,,,,,KG_PER_CON_USD,2.23393
2011,,,,,KG_PER_CON_USD,0.00059
2011,,,,,KG_PER_CON_USD,7.19424
2011,,,,,KG_PER_CON_USD,0.66192
2011,,,,,KG_PER_CON_USD,0
2011,,,,,KG_PER_CON_USD,3.77177
2011,,,,,KG_PER_CON_USD,0
2011,,,,,KG_PER_CON_USD,0
2011,,,,,KG_PER_CON_USD,0.10706
2011,,,,,KG_PER_CON_USD,1.0785
2011,,,,,KG_PER_CON_USD,0.99917
2011,,,,,KG_PER_CON_USD,0
2011,,,,,KG_PER_CON_USD,0.00059
2011,,,,,KG_PER_CON_USD,1.99074
2011,,,,,KG_PER_CON_USD,0.01288
2011,,,,,KG_PER_CON_USD,2.23393
2011,,,,,KG_PER_CON_USD,0.10944
2011,,,,,KG_PER_CON_USD,1.18795
2011,,,,,TONNES,105954769.206
2011,,,,,TONNES,359327
2011,,,,,TONNES,55516477.28
2011,,,,,TONNES,33128759.3155
2011,,,,,TONNES,0
2011,,,,,TONNES,3052107.753
2011,,,,,TONNES,62298428.64892
2011,,,,,TONNES,0
2011,,,,,TONNES,202292831.17042
2011,,,,,TONNES,30076651.5625
2011,,,,,TONNES,0
2011,,,,,TONNES,0
2011,,,,,TONNES,62298428.64892
2011,,,,,TONNES,27864101
2011,,,,,TONNES,18459305.44
2011,,,,,TONNES,16452
2011,,,,,TONNES,889452
2011,,,,,TONNES,2985670.3
2012,,,,,TONNES,0
2012,,,,,TONNES,0
2012,,,,,TONNES,0.48727
2012,,,,,TONNES,0.00529
2012,,,,,TONNES,0.52814
2012,,,,,TONNES,0.04748
2012,,,,,TONNES,0.04087
2012,,,,,TONNES,0
2012,,,,,TONNES,0.96523
2012,,,,,TONNES,0.81581
2012,,,,,TONNES,0.96523
2012,,,,,TONNES,2.02574
2012,,,,,TONNES,0
2012,,,,,TONNES,0.68798
2012,,,,,TONNES,0
2012,,,,,TONNES,3.5191
2012,,,,,TONNES,0.46918
2012,,,,,TONNES,0
2012,,,,,KG_PER_CON_USD,0
2012,,,,,KG_PER_CON_USD,4.68187
2012,,,,,KG_PER_CON_USD,0
2012,,,,,KG_PER_CON_USD,1.08436
2012,,,,,KG_PER_CON_USD,8.13332
2012,,,,,KG_PER_CON_USD,0.01222
2012,,,,,KG_PER_CON_USD,0
2012,,,,,KG_PER_CON_USD,1.22063
2012,,,,,KG_PER_CON_USD,0.09446
2012,,,,,KG_PER_CON_USD,2.23082
2012,,,,,KG_PER_CON_USD,0
2012,,,,,KG_PER_CON_USD,1.8855
2012,,,,,KG_PER_CON_USD,0
2012,,,,,KG_PER_CON_USD,0
2012,,,,,KG_PER_CON_USD,1.59006
2012,,,,,KG_PER_CON_USD,1.12617
2012,,,,,KG_PER_CON_USD,0.10974
2012,,,,,KG_PER_CON_USD,2.23082
2012,,,,,TONNES,3277139.3
2012,,,,,TONNES,860000
2012,,,,,TONNES,0
2012,,,,,TONNES,32382946.63
2012,,,,,TONNES,0
2012,,,,,TONNES,47485051
2012,,,,,TONNES,66620565.40983
2012,,,,,TONNES,0
2012,,,,,TONNES,244552548.40983
2012,,,,,TONNES,0
2012,,,,,TONNES,33631665.625
2012,,,,,TONNES,66620565.40983
2012,,,,,TONNES,2820790
2012,,,,,TONNES,0
2012,,,,,TONNES,36452455.625
2012,,,,,TONNES,56307969.68
2012,,,,,TONNES,364916
2012,,,,,TONNES,140601459.375
2013,,,,,TONNES,1.15003
2013,,,,,TONNES,0
2013,,,,,TONNES,2.01783
2013,,,,,TONNES,0.04278
2013,,,,,TONNES,0.80524
2013,,,,,TONNES,0.00543
2013,,,,,TONNES,0.38973
2013,,,,,TONNES,0
2013,,,,,TONNES,0
2013,,,,,TONNES,0.43252
2013,,,,,TONNES,0
2013,,,,,TONNES,1.15003
2013,,,,,TONNES,0.04746
2013,,,,,TONNES,0.46694
2013,,,,,TONNES,0
2013,,,,,TONNES,3.60037
2013,,,,,TONNES,0
2013,,,,,TONNES,0.69276
2013,,,,,KG_PER_CON_USD,0
2013,,,,,KG_PER_CON_USD,2.53311
2013,,,,,KG_PER_CON_USD,0.85845
2013,,,,,KG_PER_CON_USD,0
2013,,,,,KG_PER_CON_USD,1.52592
2013,,,,,KG_PER_CON_USD,0
2013,,,,,KG_PER_CON_USD,0
2013,,,,,KG_PER_CON_USD,0
2013,,,,,KG_PER_CON_USD,2.53311
2013,,,,,KG_PER_CON_USD,0.09424
2013,,,,,KG_PER_CON_USD,0.95269
2013,,,,,KG_PER_CON_USD,0
2013,,,,,KG_PER_CON_USD,1.77367
2013,,,,,KG_PER_CON_USD,0.01196
2013,,,,,KG_PER_CON_USD,0.10453
2013,,,,,KG_PER_CON_USD,7.93037
2013,,,,,KG_PER_CON_USD,1.0285
2013,,,,,KG_PER_CON_USD,4.44457
2013,,,,,TONNES,258647790.42401
2013,,,,,TONNES,0
2013,,,,,TONNES,144449453.51
2013,,,,,TONNES,387350
