Year,Sex,Age,Location,Units,Value
2000,,,,PER_100000_POP,2.5
2000,FEMALE,,,PER_100000_POP,1.2
2000,MALE,,,PER_100000_POP,3.7
2005,,,,PER_100000_POP,2.3
2005,FEMALE,,,PER_100000_POP,1.2
2005,MALE,,,PER_100000_POP,3.4
2010,,,,PER_100000_POP,2.5
2010,FEMALE,,,PER_100000_POP,1.3
2010,MALE,,,PER_100000_POP,3.6
2015,,,,PER_100000_POP,2.3
2015,FEMALE,,,PER_100000_POP,1.3
2015,MALE,,,PER_100000_POP,3.3
2019,,,,PER_100000_POP,2.0
2019,FEMALE,,,PER_100000_POP,1.1
2019,MALE,,,PER_100000_POP,2.9
