Year,Sex,Age,Location,Quantile,Units,Value
2004,,,,,PERCENT,0.26777
2005,,,,,PERCENT,0.05799
2006,,,,,PERCENT,0.06044
2007,,,,,PERCENT,0.13609
2008,,,,,PERCENT,0.08253
2009,,,,,PERCENT,0.07822
2015,,,,,PERCENT,0.40638
