Year;Sex;Age;Location;Units;Value
2010;;;;PERCENT;74
2012;;;;PERCENT;89,75
2013;;;;PERCENT;80,1
2014;;;;PERCENT;80
2018;;;;PERCENT;85,2
2019;;;;PERCENT;
2020;;;;PERCENT;82,5
