Year;Sex;Age;Location;Units;Value
2010;;;;PERCENT;0,0038
2011;;;;PERCENT;0,002
2012;;;;PERCENT;0,0035
2013;;;;PERCENT;0,0022
2014;;;;PERCENT;0,0018
2015;;;;PERCENT;0,0016
2016;;;;PERCENT;0,0018
