Year,Sex,Age,Location,Units,Value
2015,,,,SCORE,2.93
2016,,,,SCORE,3.34
2017,,,,SCORE,3.16
2018,,,,SCORE,3.16
2019,,,,SCORE,3.16
2020,,,,SCORE,3.16
