Year;Sex;Age;Location;Units;Value
2010;;<1M;;PER_1000_LIVE_BIRTHS;32.90
2011;;<1M;;PER_1000_LIVE_BIRTHS;31.70
2011;;<1M;;PER_1000_LIVE_BIRTHS;32.30
2012;;<1M;;PER_1000_LIVE_BIRTHS;31.70
2013;;<1M;;PER_1000_LIVE_BIRTHS;31.20
2014;;<1M;;PER_1000_LIVE_BIRTHS;30.60
2015;;<1M;;PER_1000_LIVE_BIRTHS;30.10
2016;;<1M;;PER_1000_LIVE_BIRTHS;29.40
2017;;<1M;;PER_1000_LIVE_BIRTHS;28.5
2018;;<1M;;PER_1000_LIVE_BIRTHS;14
