Year,Sex,Age,Location,Units,Value
2010,,,,PER_100_POP,0
2010,,,,NUMBER,0
2013,,,,PER_100_POP,0.00063
2013,,,,NUMBER,450
2014,,,,PER_100_POP,0.00068
2014,,,,NUMBER,500
2015,,,,PER_100_POP,0.00131
2015,,,,NUMBER,1000
2016,,,,PER_100_POP,0.00127
2016,,,,NUMBER,1000
2017,,,,PER_100_POP,0.00123
2017,,,,NUMBER,1000
2018,,,,PER_100_POP,0.0055
2018,,,,NUMBER,4620
2019,,,,PER_100_POP,0.01371
2019,,,,NUMBER,11900
2020,,,,PER_100_POP,0.03461
