Year,Sex,Age,Location,Quantile,Units,Value
2011,BOTHSEX,15+,,,PERCENT,3.7
2011,FEMALE,15+,,,PERCENT,2.75
2011,MALE,15+,,,PERCENT,4.66
2014,BOTHSEX,15+,,,PERCENT,17.48
2014,FEMALE,15+,,,PERCENT,14.32
2014,MALE,15+,,,PERCENT,20.67
2017,BOTHSEX,15+,,,PERCENT,25.83
2017,FEMALE,15+,,,PERCENT,24.22
2017,MALE,15+,,,PERCENT,27.39
