Year;Sex;Age;Location;Units;Value
2017;;;;PERCENT;NaN
2017;;;;PERCENT;NaN
2017;;;;PERCENT;99.61
2020;;;;PERCENT;NaN
2020;;;;PERCENT;NaN
2020;;;;PERCENT;99.61
