Year,Sex,Age,Location,Quantile,Units,Value
2006,,,,,CON_USD,3.80999
2007,,,,,CON_USD,6.51664
2008,,,,,CON_USD,4.0365
2009,,,,,CON_USD,5.60738
2010,,,,,CON_USD,2.46927
2011,,,,,CON_USD,1.9186
2012,,,,,CON_USD,2.10364
2013,,,,,CON_USD,3.74861
2014,,,,,CON_USD,3.73923
2015,,,,,CON_USD,3.73077
2016,,,,,CON_USD,4.25484
2017,,,,,CON_USD,6.26857
2018,,,,,CON_USD,4.91001
2019,,,,,CON_USD,5.30101
2020,,,,,CON_USD,4.87807
