Year;Sex;Age;Location;Units;Value
2015;;;;CU_USD_B;0
2015;;;;PERCENT;0
2015;;;;CU_USD;0
2016;;;;CU_USD_B;0
2016;;;;PERCENT;0
2016;;;;CU_USD;0
2017;;;;CU_USD_B;0
2017;;;;PERCENT;0
2017;;;;CU_USD;0
2018;;;;CU_USD_B;0
2018;;;;PERCENT;0
2018;;;;CU_USD;0
2019;;;;CU_USD_B;0
2019;;;;PERCENT;0
2019;;;;CU_USD;0
2020;;;;CU_USD_B;0
2020;;;;PERCENT;0
2020;;;;CU_USD;0
