Year;Sex;Age;Location;Units;Value
2010;FEMALE;20-24;;PER_MARW_20T24Y;39.4
2014;FEMALE;20-24;;PER_MARW_20T24Y;10
2014;FEMALE;20-24;;PER_MARW_20T24Y;37.3
2018;FEMALE;20-24;;PER_MARW_20T24Y;8.4
2018;FEMALE;20-24;;PER_MARW_20T24Y;29.1
