Year,Sex,Age,Location,Quantile,Units,Value
2019,,,,,NUMBER,1.0
2019,,,,,NUMBER,1.0
2019,,,,,NUMBER,
2019,,,,,NUMBER,0.0
2019,,,,,NUMBER,
2020,,,,,NUMBER,
2020,,,,,NUMBER,
2020,,,,,NUMBER,
2020,,,,,NUMBER,
2020,,,,,NUMBER,
2021,,,,,NUMBER,
2021,,,,,NUMBER,
2021,,,,,NUMBER,
2021,,,,,NUMBER,
2021,,,,,NUMBER,
