Year;Sex;Age;Location;Units;Value
2007;FEMALE;15-49;;PERCENT;16.1
2010;FEMALE;15-49;;PERCENT;12.9
2014;FEMALE;15-49;;PERCENT;18.9
2018;FEMALE;15-49;;PERCENT;33.0
