Year,Sex,Age,Location,Units,Value
2010,,,RURAL,NUMBER,10
2010,,,RURAL,NUMBER,0
2012,,,RURAL,NUMBER,10
2012,,,RURAL,NUMBER,0
2014,,,RURAL,NUMBER,10
2014,,,RURAL,NUMBER,1
2017,,,,NUMBER,0
2017,,,,NUMBER,5
2017,,,RURAL,NUMBER,10
2017,,,RURAL,NUMBER,2
2019,,,,NUMBER,1
2019,,,,NUMBER,10
2019,,,RURAL,NUMBER,10
2019,,,RURAL,NUMBER,2
