Year,Value,Units
2000,1.2987,PERCENT
2000,0.71429,PERCENT
2000,0.5291,PERCENT
2000,1.85185,PERCENT
2000,0.0,PERCENT
2000,0.54945,PERCENT
2000,0.57471,PERCENT
2000,0.1003,PERCENT
2000,0.0,PERCENT
2000,0.1797,PERCENT
2000,0.7143,PERCENT
2000,1.122,PERCENT
2000,1.8519,PERCENT
2000,0.5291,PERCENT
2005,0.52356,PERCENT
2005,0.54348,PERCENT
2005,0.5618,PERCENT
2005,0.67114,PERCENT
2005,1.85185,PERCENT
2005,0.55249,PERCENT
2005,1.2987,PERCENT
2005,0.1787,PERCENT
2005,0.1,PERCENT
2005,0.5236,PERCENT
2005,0.2565,PERCENT
2005,1.06,PERCENT
2005,0.6711,PERCENT
2005,1.8519,PERCENT
2010,0.53476,PERCENT
2010,1.2987,PERCENT
2010,0.54945,PERCENT
2010,0.54945,PERCENT
2010,0.52083,PERCENT
2010,0.65359,PERCENT
2010,0.0998,PERCENT
2010,0.3812,PERCENT
2010,0.1784,PERCENT
2010,0.5208,PERCENT
2010,0.6536,PERCENT
2010,1.036,PERCENT
2014,1.26582,PERCENT
2014,1.026,PERCENT
2015,0.51813,PERCENT
2015,0.53191,PERCENT
2015,0.54348,PERCENT
2015,1.25,PERCENT
2015,1.85185,PERCENT
2015,0.625,PERCENT
2015,0.53191,PERCENT
2015,0.625,PERCENT
2015,0.10964,PERCENT
2015,1.29,PERCENT
2015,0.2407,PERCENT
2015,0.1486,PERCENT
2015,0.5181,PERCENT
2015,1.8519,PERCENT
2016,0.54348,PERCENT
2016,0.53191,PERCENT
2016,0.51813,PERCENT
2016,0.53191,PERCENT
2016,1.25,PERCENT
2016,1.85185,PERCENT
2016,0.61728,PERCENT
2016,0.5181,PERCENT
2016,0.14,PERCENT
2016,0.10964,PERCENT
2016,0.243,PERCENT
2016,0.6173,PERCENT
2016,1.2933,PERCENT
2016,1.8519,PERCENT
2017,0.51813,PERCENT
2017,0.5291,PERCENT
2017,0.54348,PERCENT
2017,1.25,PERCENT
2017,0.60976,PERCENT
2017,0.5291,PERCENT
2017,0.6098,PERCENT
2017,1.2933,PERCENT
2017,0.241,PERCENT
2017,0.10964,PERCENT
2017,0.1413,PERCENT
2017,0.5181,PERCENT
2018,0.54348,PERCENT
2018,0.5291,PERCENT
2018,0.60976,PERCENT
2018,0.5291,PERCENT
2018,1.25,PERCENT
2018,0.51813,PERCENT
2018,1.2986,PERCENT
2018,0.5181,PERCENT
2018,0.241,PERCENT
2018,0.6098,PERCENT
2018,0.171,PERCENT
2018,0.1096,PERCENT
2019,0.5291,PERCENT
2019,0.5435,PERCENT
2019,1.25,PERCENT
2019,0.5291,PERCENT
2019,0.51813,PERCENT
2019,0.60976,PERCENT
2019,0.1684,PERCENT
2019,0.24098,PERCENT
2019,0.6098,PERCENT
2019,1.30024,PERCENT
2019,0.1087,PERCENT
2019,0.5181,PERCENT
2020,0.54054,PERCENT
2020,0.5291,PERCENT
2020,0.51813,PERCENT
2020,0.5291,PERCENT
2020,0.60976,PERCENT
2020,0.5181,PERCENT
2020,0.1645,PERCENT
2020,0.24087,PERCENT
2020,0.10945,PERCENT
2020,0.60976,PERCENT
2021,0.51813,PERCENT
2021,0.54054,PERCENT
2021,0.52632,PERCENT
2021,0.60976,PERCENT
2021,0.5291,PERCENT
2021,0.15959,PERCENT
2021,0.24046,PERCENT
2021,0.51813,PERCENT
2021,0.60976,PERCENT
2021,0.10437,PERCENT
