Year,Value,Units
2000,12.0,PERCENT
2004,1.51236,PERCENT
2004,0.59015,PERCENT
2009,15.0,PERCENT
2012,4.83497,PERCENT
2012,9.9904,PERCENT
2012,0.64599,PERCENT
2012,1.59962,PERCENT
2016,14.1,PERCENT
2016,1.3,PERCENT
2016,8.8,PERCENT
2016,5.6,PERCENT
2019,26.2,PERCENT
