Year,Value,Units
2000,10,PERCENT
2001,10,PERCENT
2002,11,PERCENT
2003,11,PERCENT
2004,11,PERCENT
2005,12,PERCENT
2006,12,PERCENT
2007,13,PERCENT
2008,13,PERCENT
2009,13,PERCENT
2010,14,PERCENT
2011,14,PERCENT
2012,15,PERCENT
2013,15,PERCENT
2014,16,PERCENT
2015,16,PERCENT
2016,17,PERCENT
2017,17,PERCENT
2018,18,PERCENT
2019,18,PERCENT
2020,19,PERCENT
