Year,Value,Units
2000,0.1877,PERCENT
2001,0.54691,PERCENT
2002,0.78551,PERCENT
2003,0.58024,PERCENT
2004,0.85192,PERCENT
2005,0.94062,PERCENT
2006,0.87851,PERCENT
2007,1.18475,PERCENT
2008,2.01628,PERCENT
2009,2.34219,PERCENT
2010,2.34279,PERCENT
2011,2.05951,PERCENT
2012,2.11549,PERCENT
2013,2.26037,PERCENT
2014,2.05346,PERCENT
2015,1.87908,PERCENT
2016,1.48845,PERCENT
2017,1.68089,PERCENT
2018,1.45625,PERCENT
2019,1.69094,PERCENT
2020,1.59696,PERCENT
