Year,Value,Units
2002,1.50592,CON_USD
2003,7.64171,CON_USD
2004,4.08841,CON_USD
2005,12.65447,CON_USD
2006,14.97559,CON_USD
2007,16.08471,CON_USD
2008,74.81409,CON_USD
2009,29.19385,CON_USD
2010,32.24607,CON_USD
2011,81.75918,CON_USD
2012,77.47044,CON_USD
2013,106.66936,CON_USD
2014,71.56849,CON_USD
2015,280.26572,CON_USD
2016,119.8289,CON_USD
2017,83.97573,CON_USD
2018,159.18411,CON_USD
2019,42.78905,CON_USD
2020,109.3562,CON_USD
