Year,Value,Units
2014,251.0,NUMBER
2015,,NUMBER
2016,,NUMBER
2017,,NUMBER
2018,53.0,NUMBER
2019,,NUMBER
2020,,NUMBER
2021,,NUMBER
2022,,NUMBER
