Year,Value,Units
2000,34.51459,PERCENT
2001,41.26064,PERCENT
2002,45.58842,PERCENT
2003,32.00242,PERCENT
2004,38.58329,PERCENT
2005,28.60779,PERCENT
2006,36.25771,PERCENT
2007,38.29874,PERCENT
2008,46.69031,PERCENT
2009,38.50238,PERCENT
2010,45.55533,PERCENT
2012,48.51737,PERCENT
2013,49.48625,PERCENT
2014,53.62819,PERCENT
2015,56.48877,PERCENT
2016,55.39051,PERCENT
2017,70.06268,PERCENT
2018,59.58152,PERCENT
2019,56.13414,PERCENT
