Year,Value,Units
2000,6.7,PERCENT
2001,7.31436,PERCENT
2002,7.91584,PERCENT
2003,8.51209,PERCENT
2004,9.10545,PERCENT
2005,6.0,PERCENT
2006,10.29296,PERCENT
2007,15.2,PERCENT
2008,11.49863,PERCENT
2009,12.11502,PERCENT
2010,12.74405,PERCENT
2011,13.38844,PERCENT
2012,15.4,PERCENT
2013,14.7332,PERCENT
2014,13.5,PERCENT
2015,16.14824,PERCENT
2016,17.04184,PERCENT
2017,17.91651,PERCENT
2018,18.56829,PERCENT
2019,19.1,PERCENT
2020,19.1,PERCENT
