Year,Value,Units
2004,40.8,PERCENT
2005,40.9,PERCENT
2006,40.9,PERCENT
2007,40.5,PERCENT
2008,40.3,PERCENT
2009,41.1,PERCENT
2010,39.8,PERCENT
2011,39.6,PERCENT
2012,39.4,PERCENT
2013,39.0,PERCENT
2014,38.6,PERCENT
2015,39.2,PERCENT
2016,40.4,PERCENT
2017,40.0,PERCENT
2018,39.4,PERCENT
2019,39.8,PERCENT
