Year,Sex,Age,Location,Quantile,Units,Value
2001,,<5Y,,,PER_POP_U5,15.9
2007,,<5Y,,,PER_POP_U5,10.4
2010,,<5Y,,,PER_POP_U5,8.5
2013,,<5Y,,,PER_POP_U5,8.1
2017,,<5Y,,,PER_POP_U5,6.4
