Year,Value,Units
2000,7.9,PER_100000_POP
2000,3698.0,NUMBER
2005,7.5,PER_100000_POP
2005,4113.0,NUMBER
2010,7.2,PER_100000_POP
2010,4640.0,NUMBER
2015,6.6,PER_100000_POP
2015,5037.0,NUMBER
2019,6.7,PER_100000_POP
2019,5812.0,NUMBER
