Year,Value,Units
2000,-9.25447,PERCENT
2001,-4.77438,PERCENT
2002,-0.03208,PERCENT
2003,2.38715,PERCENT
2004,3.43404,PERCENT
2005,2.80903,PERCENT
2006,1.98484,PERCENT
2007,2.84983,PERCENT
2008,2.78387,PERCENT
2009,-0.50057,PERCENT
2010,3.59881,PERCENT
2011,3.36647,PERCENT
2012,3.57173,PERCENT
2013,4.92759,PERCENT
2014,5.89543,PERCENT
2015,3.44321,PERCENT
2016,-0.90696,PERCENT
2017,0.37498,PERCENT
2018,2.42624,PERCENT
2019,1.17029,PERCENT
2020,-1.41205,PERCENT
