Year,Value,Units
2005,24701449.0,TONNES
2005,8145878.12184,TONNES
2005,2990327.0,TONNES
2005,0.0,TONNES
2005,349265.0,TONNES
2005,50281634.036,TONNES
2005,0.0,TONNES
2005,8145878.12184,TONNES
2005,46875000.0,TONNES
2005,0.0,TONNES
2005,0.0,TONNES
2005,567000.0,TONNES
2005,17609104.3,TONNES
2006,0.80062,TONNES
2006,-0.0003,TONNES
2006,0.0,TONNES
2006,0.9163,TONNES
2006,0.00624,TONNES
2006,0.05284,TONNES
2006,0.86307,TONNES
2006,0.06245,TONNES
2006,0.19173,TONNES
2006,0.19173,TONNES
2006,1.73418,TONNES
2006,0.0,TONNES
2006,0.0,TONNES
2006,0.31313,TONNES
2006,0.44568,TONNES
2006,2.78883,TONNES
2006,-0.00016,TONNES
2006,0.00015,TONNES
2006,0.16839,KG_PER_CON_USD
2006,4.6758,KG_PER_CON_USD
2006,7.51939,KG_PER_CON_USD
2006,0.01681,KG_PER_CON_USD
2006,2.47058,KG_PER_CON_USD
2006,0.51696,KG_PER_CON_USD
2006,-0.00042,KG_PER_CON_USD
2006,0.51696,KG_PER_CON_USD
2006,-0.00081,KG_PER_CON_USD
2006,0.0,KG_PER_CON_USD
2006,2.15866,KG_PER_CON_USD
2006,2.32705,KG_PER_CON_USD
2006,0.0,KG_PER_CON_USD
2006,0.84427,KG_PER_CON_USD
2006,1.20167,KG_PER_CON_USD
2006,0.14247,KG_PER_CON_USD
2006,0.0,KG_PER_CON_USD
2006,0.00039,KG_PER_CON_USD
2006,8226.0,TONNES
2006,2989526.0,TONNES
2006,10847790.85715,TONNES
2006,-17000.0,TONNES
2006,3533536.28,TONNES
2006,51842442.76,TONNES
2006,98494961.272,TONNES
2006,158808406.97165,TONNES
2006,0.0,TONNES
2006,25215851.0,TONNES
2006,17716123.08,TONNES
2006,631226.0,TONNES
2006,0.0,TONNES
2006,0.0,TONNES
2006,45297251.5625,TONNES
2006,352813.0,TONNES
2006,10847790.85715,TONNES
2006,48830787.8425,TONNES
2007,0.36991,TONNES
2007,0.00028,TONNES
2007,0.06045,TONNES
2007,1.69626,TONNES
2007,0.36991,TONNES
2007,0.90087,TONNES
2007,0.0061,TONNES
2007,5e-05,TONNES
2007,0.76055,TONNES
2007,0.0,TONNES
2007,0.821,TONNES
2007,0.05113,TONNES
2007,0.00033,TONNES
2007,2.8875,TONNES
2007,0.30657,TONNES
2007,0.0,TONNES
2007,0.43159,TONNES
2007,0.0,TONNES
2007,1.13143,KG_PER_CON_USD
2007,0.00087,KG_PER_CON_USD
2007,0.96974,KG_PER_CON_USD
2007,2.36166,KG_PER_CON_USD
2007,0.01599,KG_PER_CON_USD
2007,7.56972,KG_PER_CON_USD
2007,2.15229,KG_PER_CON_USD
2007,0.15847,KG_PER_CON_USD
2007,0.00074,KG_PER_CON_USD
2007,0.0,KG_PER_CON_USD
2007,0.13404,KG_PER_CON_USD
2007,0.80369,KG_PER_CON_USD
2007,0.0,KG_PER_CON_USD
2007,4.44682,KG_PER_CON_USD
2007,0.0,KG_PER_CON_USD
2007,1.99382,KG_PER_CON_USD
2007,0.00013,KG_PER_CON_USD
2007,0.96974,KG_PER_CON_USD
2007,0.0,TONNES
2007,169891300.49944,TONNES
2007,0.0,TONNES
2007,0.0,TONNES
2007,664452.0,TONNES
2007,25228053.0,TONNES
2007,21622718.22694,TONNES
2007,17920229.92,TONNES
2007,2988727.0,TONNES
2007,99609550.43,TONNES
2007,52658939.12,TONNES
2007,3533536.28,TONNES
2007,3000.0,TONNES
2007,47990562.8425,TONNES
2007,21622718.22694,TONNES
2007,356625.0,TONNES
2007,44457026.5625,TONNES
2007,16452.0,TONNES
2008,0.29886,TONNES
2008,3.17526,TONNES
2008,0.4193,TONNES
2008,0.04949,TONNES
2008,0.00054,TONNES
2008,0.91943,TONNES
2008,0.05551,TONNES
2008,0.0,TONNES
2008,0.86392,TONNES
2008,0.00026,TONNES
2008,0.0056,TONNES
2008,0.88331,TONNES
2008,0.59871,TONNES
2008,0.0,TONNES
2008,1.65657,TONNES
2008,0.0,TONNES
2008,0.00027,TONNES
2008,0.59871,TONNES
2008,0.14159,KG_PER_CON_USD
2008,2.34505,KG_PER_CON_USD
2008,1.52704,KG_PER_CON_USD
2008,0.00068,KG_PER_CON_USD
2008,2.25293,KG_PER_CON_USD
2008,1.52704,KG_PER_CON_USD
2008,0.00137,KG_PER_CON_USD
2008,1.06945,KG_PER_CON_USD
2008,0.12623,KG_PER_CON_USD
2008,0.0,KG_PER_CON_USD
2008,0.0,KG_PER_CON_USD
2008,2.20347,KG_PER_CON_USD
2008,4.22515,KG_PER_CON_USD
2008,0.0,KG_PER_CON_USD
2008,0.76226,KG_PER_CON_USD
2008,8.09862,KG_PER_CON_USD
2008,0.01428,KG_PER_CON_USD
2008,0.00069,KG_PER_CON_USD
2008,192993868.97567,TONNES
2008,100681577.654,TONNES
2008,0.0,TONNES
2008,52190512.5,TONNES
2008,338294.0,TONNES
2008,36169043.98967,TONNES
2008,3353601.832,TONNES
2008,55544114.332,TONNES
2008,16000.0,TONNES
2008,53362035.96,TONNES
2008,16452.0,TONNES
2008,2989802.0,TONNES
2008,18054636.25,TONNES
2008,25330625.0,TONNES
2008,36169043.98967,TONNES
2008,576452.0,TONNES
2008,0.0,TONNES
2008,0.0,TONNES
2009,0.41115,TONNES
2009,2.81441,TONNES
2009,0.29072,TONNES
2009,0.0,TONNES
2009,1.62255,TONNES
2009,0.0,TONNES
2009,0.60957,TONNES
2009,0.60957,TONNES
2009,0.00026,TONNES
2009,0.04914,TONNES
2009,0.04783,TONNES
2009,0.58204,TONNES
2009,0.00025,TONNES
2009,0.86731,TONNES
2009,0.00554,TONNES
2009,-2e-05,TONNES
2009,0.5329,TONNES
2009,0.0,TONNES
2009,2.22323,KG_PER_CON_USD
2009,0.0142,KG_PER_CON_USD
2009,7.21438,KG_PER_CON_USD
2009,0.74521,KG_PER_CON_USD
2009,0.0,KG_PER_CON_USD
2009,4.1592,KG_PER_CON_USD
2009,0.00068,KG_PER_CON_USD
2009,0.0,KG_PER_CON_USD
2009,0.12262,KG_PER_CON_USD
2009,1.56254,KG_PER_CON_USD
2009,1.05394,KG_PER_CON_USD
2009,0.00063,KG_PER_CON_USD
2009,1.36602,KG_PER_CON_USD
2009,-4e-05,KG_PER_CON_USD
2009,0.0,KG_PER_CON_USD
2009,1.56254,KG_PER_CON_USD
2009,0.12598,KG_PER_CON_USD
2009,1.492,KG_PER_CON_USD
2009,36347859.693,TONNES
2009,38066532.91847,TONNES
2009,345996.0,TONNES
2009,33278843.75,TONNES
2009,0.0,TONNES
2009,0.0,TONNES
2009,16452.0,TONNES
2009,0.0,TONNES
2009,176823558.40147,TONNES
2009,101882091.79,TONNES
2009,54162132.32,TONNES
2009,-1000.0,TONNES
2009,3069015.943,TONNES
2009,38066532.91847,TONNES
2009,25675868.0,TONNES
2009,18154768.51,TONNES
2009,2987212.0,TONNES
2009,512452.0,TONNES
2010,0.00545,TONNES
2010,0.84728,TONNES
2010,0.8311,TONNES
2010,1.61109,TONNES
2010,0.0,TONNES
2010,0.0,TONNES
2010,2.98103,TONNES
2010,0.0,TONNES
2010,-2e-05,TONNES
2010,0.48804,TONNES
2010,0.42702,TONNES
2010,0.28508,TONNES
2010,0.00024,TONNES
2010,0.53861,TONNES
2010,0.04626,TONNES
2010,0.05057,TONNES
2010,0.8311,TONNES
2010,0.00025,TONNES
2010,1.3327,KG_PER_CON_USD
2010,2.0564,KG_PER_CON_USD
2010,0.0,KG_PER_CON_USD
2010,-4e-05,KG_PER_CON_USD
2010,3.98635,KG_PER_CON_USD
2010,0.0,KG_PER_CON_USD
2010,2.0564,KG_PER_CON_USD
2010,0.11445,KG_PER_CON_USD
2010,0.00063,KG_PER_CON_USD
2010,0.0,KG_PER_CON_USD
2010,0.12513,KG_PER_CON_USD
2010,0.70539,KG_PER_CON_USD
2010,7.37605,KG_PER_CON_USD
2010,0.01348,KG_PER_CON_USD
2010,2.09646,KG_PER_CON_USD
2010,0.00059,KG_PER_CON_USD
2010,1.05658,KG_PER_CON_USD
2010,1.20757,KG_PER_CON_USD
2010,18406056.38,TONNES
2010,53658809.70599,TONNES
2010,0.0,TONNES
2010,0.0,TONNES
2010,31509718.75,TONNES
2010,53658809.70599,TONNES
2010,3265096.257,TONNES
2010,729452.0,TONNES
2010,16452.0,TONNES
2010,2986439.7,TONNES
2010,27569791.0,TONNES
2010,-1000.0,TONNES
2010,34774815.007,TONNES
2010,54703960.04,TONNES
2010,104764611.726,TONNES
2010,193944217.43899,TONNES
2010,0.0,TONNES
2010,351732.0,TONNES
2011,0.00025,TONNES
2011,0.93324,TONNES
2011,0.04572,TONNES
2011,0.04473,TONNES
2011,0.49627,TONNES
2011,0.00025,TONNES
2011,0.27652,TONNES
2011,0.0,TONNES
2011,0.45055,TONNES
2011,0.0,TONNES
2011,3.00544,TONNES
2011,0.0,TONNES
2011,0.41741,TONNES
2011,0.0,TONNES
2011,1.57568,TONNES
2011,0.93324,TONNES
2011,0.83164,TONNES
2011,0.00538,TONNES
2011,2.23393,KG_PER_CON_USD
2011,0.00059,KG_PER_CON_USD
2011,7.19424,KG_PER_CON_USD
2011,0.66192,KG_PER_CON_USD
2011,0.0,KG_PER_CON_USD
2011,3.77177,KG_PER_CON_USD
2011,0.0,KG_PER_CON_USD
2011,0.0,KG_PER_CON_USD
2011,0.10706,KG_PER_CON_USD
2011,1.0785,KG_PER_CON_USD
2011,0.99917,KG_PER_CON_USD
2011,0.0,KG_PER_CON_USD
2011,0.00059,KG_PER_CON_USD
2011,1.99074,KG_PER_CON_USD
2011,0.01288,KG_PER_CON_USD
2011,2.23393,KG_PER_CON_USD
2011,0.10944,KG_PER_CON_USD
2011,1.18795,KG_PER_CON_USD
2011,105954769.206,TONNES
2011,359327.0,TONNES
2011,55516477.28,TONNES
2011,33128759.3155,TONNES
2011,0.0,TONNES
2011,3052107.753,TONNES
2011,62298428.64892,TONNES
2011,0.0,TONNES
2011,202292831.17042,TONNES
2011,30076651.5625,TONNES
2011,0.0,TONNES
2011,0.0,TONNES
2011,62298428.64892,TONNES
2011,27864101.0,TONNES
2011,18459305.44,TONNES
2011,16452.0,TONNES
2011,889452.0,TONNES
2011,2985670.3,TONNES
2012,0.0,TONNES
2012,0.0,TONNES
2012,0.48727,TONNES
2012,0.00529,TONNES
2012,0.52814,TONNES
2012,0.04748,TONNES
2012,0.04087,TONNES
2012,0.0,TONNES
2012,0.96523,TONNES
2012,0.81581,TONNES
2012,0.96523,TONNES
2012,2.02574,TONNES
2012,0.0,TONNES
2012,0.68798,TONNES
2012,0.0,TONNES
2012,3.5191,TONNES
2012,0.46918,TONNES
2012,0.0,TONNES
2012,0.0,KG_PER_CON_USD
2012,4.68187,KG_PER_CON_USD
2012,0.0,KG_PER_CON_USD
2012,1.08436,KG_PER_CON_USD
2012,8.13332,KG_PER_CON_USD
2012,0.01222,KG_PER_CON_USD
2012,0.0,KG_PER_CON_USD
2012,1.22063,KG_PER_CON_USD
2012,0.09446,KG_PER_CON_USD
2012,2.23082,KG_PER_CON_USD
2012,0.0,KG_PER_CON_USD
2012,1.8855,KG_PER_CON_USD
2012,0.0,KG_PER_CON_USD
2012,0.0,KG_PER_CON_USD
2012,1.59006,KG_PER_CON_USD
2012,1.12617,KG_PER_CON_USD
2012,0.10974,KG_PER_CON_USD
2012,2.23082,KG_PER_CON_USD
2012,3277139.3,TONNES
2012,860000.0,TONNES
2012,0.0,TONNES
2012,32382946.63,TONNES
2012,0.0,TONNES
2012,47485051.0,TONNES
2012,66620565.40983,TONNES
2012,0.0,TONNES
2012,244552548.40983,TONNES
2012,0.0,TONNES
2012,33631665.625,TONNES
2012,66620565.40983,TONNES
2012,2820790.0,TONNES
2012,0.0,TONNES
2012,36452455.625,TONNES
2012,56307969.68,TONNES
2012,364916.0,TONNES
2012,140601459.375,TONNES
2013,1.15003,TONNES
2013,0.0,TONNES
2013,2.01783,TONNES
2013,0.04278,TONNES
2013,0.80524,TONNES
2013,0.00543,TONNES
2013,0.38973,TONNES
2013,0.0,TONNES
2013,0.0,TONNES
2013,0.43252,TONNES
2013,0.0,TONNES
2013,1.15003,TONNES
2013,0.04746,TONNES
2013,0.46694,TONNES
2013,0.0,TONNES
2013,3.60037,TONNES
2013,0.0,TONNES
2013,0.69276,TONNES
2013,0.0,KG_PER_CON_USD
2013,2.53311,KG_PER_CON_USD
2013,0.85845,KG_PER_CON_USD
2013,0.0,KG_PER_CON_USD
2013,1.52592,KG_PER_CON_USD
2013,0.0,KG_PER_CON_USD
2013,0.0,KG_PER_CON_USD
2013,0.0,KG_PER_CON_USD
2013,2.53311,KG_PER_CON_USD
2013,0.09424,KG_PER_CON_USD
2013,0.95269,KG_PER_CON_USD
2013,0.0,KG_PER_CON_USD
2013,1.77367,KG_PER_CON_USD
2013,0.01196,KG_PER_CON_USD
2013,0.10453,KG_PER_CON_USD
2013,7.93037,KG_PER_CON_USD
2013,1.0285,KG_PER_CON_USD
2013,4.44457,KG_PER_CON_USD
2013,258647790.42401,TONNES
2013,0.0,TONNES
2013,144449453.51,TONNES
2013,387350.0,TONNES
2013,57461176.08,TONNES
2013,33320027.95,TONNES
2013,0.0,TONNES
2013,1251000.0,TONNES
2013,3386339.0,TONNES
2013,30863947.5,TONNES
2013,0.0,TONNES
2013,82064444.41401,TONNES
2013,3053010.0,TONNES
2013,27810937.5,TONNES
2013,0.0,TONNES
2013,82064444.41401,TONNES
2013,49434744.0,TONNES
2013,0.0,TONNES
2014,0.0,TONNES
2014,0.0,TONNES
2014,0.0,TONNES
2014,3.71343,TONNES
2014,0.46516,TONNES
2014,1.32322,TONNES
2014,2e-05,TONNES
2014,0.38339,TONNES
2014,0.0,TONNES
2014,0.35284,TONNES
2014,0.79018,TONNES
2014,0.03055,TONNES
2014,0.00556,TONNES
2014,0.04604,TONNES
2014,2.00679,TONNES
2014,0.69985,TONNES
2014,1.32322,TONNES
2014,2e-05,TONNES
2014,7.72404,KG_PER_CON_USD
2014,0.09577,KG_PER_CON_USD
2014,0.0,KG_PER_CON_USD
2014,0.01157,KG_PER_CON_USD
2014,1.64359,KG_PER_CON_USD
2014,4e-05,KG_PER_CON_USD
2014,0.79747,KG_PER_CON_USD
2014,0.06355,KG_PER_CON_USD
2014,2.75234,KG_PER_CON_USD
2014,0.0,KG_PER_CON_USD
2014,0.0,KG_PER_CON_USD
2014,4.17418,KG_PER_CON_USD
2014,0.96755,KG_PER_CON_USD
2014,0.0,KG_PER_CON_USD
2014,1.45571,KG_PER_CON_USD
2014,0.73392,KG_PER_CON_USD
2014,2.75234,KG_PER_CON_USD
2014,4e-05,KG_PER_CON_USD
2014,3396507.3,TONNES
2014,1698440.0,TONNES
2014,1440.0,TONNES
2014,2253900.0,TONNES
2014,58289253.36,TONNES
2014,410188.0,TONNES
2014,148560390.362,TONNES
2014,0.0,TONNES
2014,276179018.07915,TONNES
2014,34313908.66,TONNES
2014,0.0,TONNES
2014,51626142.0,TONNES
2014,97610853.71715,TONNES
2014,0.0,TONNES
2014,26028125.0,TONNES
2014,0.0,TONNES
2014,97610853.71715,TONNES
2014,28282025.0,TONNES
2015,3.71569,TONNES
2015,0.6824,TONNES
2015,0.0,TONNES
2015,0.0,TONNES
2015,1.96267,TONNES
2015,0.04606,TONNES
2015,0.00514,TONNES
2015,1e-05,TONNES
2015,1.39446,TONNES
2015,0.35855,TONNES
2015,1e-05,TONNES
2015,1.39446,TONNES
2015,0.45394,TONNES
2015,0.03571,TONNES
2015,0.77513,TONNES
2015,0.32284,TONNES
2015,0.0,TONNES
2015,0.0,TONNES
2015,0.64916,KG_PER_CON_USD
2015,0.0,KG_PER_CON_USD
2015,0.0,KG_PER_CON_USD
2015,1.37217,KG_PER_CON_USD
2015,2e-05,KG_PER_CON_USD
2015,1.55863,KG_PER_CON_USD
2015,2.80398,KG_PER_CON_USD
2015,0.0718,KG_PER_CON_USD
2015,0.72097,KG_PER_CON_USD
2015,2e-05,KG_PER_CON_USD
2015,2.80398,KG_PER_CON_USD
2015,0.01033,KG_PER_CON_USD
2015,0.09261,KG_PER_CON_USD
2015,7.47148,KG_PER_CON_USD
2015,0.91277,KG_PER_CON_USD
2015,0.0,KG_PER_CON_USD
2015,3.94652,KG_PER_CON_USD
2015,0.0,KG_PER_CON_USD
2015,284863312.68475,TONNES
2015,0.0,TONNES
2015,106320306.05375,TONNES
2015,0.0,TONNES
2015,52029477.0,TONNES
2015,34610256.6,TONNES
2015,828.0,TONNES
2015,985828.0,TONNES
2015,150200407.07,TONNES
2015,0.0,TONNES
2015,391635.0,TONNES
2015,59099755.04,TONNES
2015,2722596.436,TONNES
2015,27337424.561,TONNES
2015,106320306.05375,TONNES
2015,0.0,TONNES
2015,24614828.125,TONNES
2015,3511675.9,TONNES
2016,0.0219,TONNES
2016,0.04508,TONNES
2016,0.00533,TONNES
2016,1.88834,TONNES
2016,0.0,TONNES
2016,0.0,TONNES
2016,0.6451,TONNES
2016,0.0,TONNES
2016,0.0,TONNES
2016,0.30857,TONNES
2016,0.75943,TONNES
2016,3.49402,TONNES
2016,0.43339,TONNES
2016,1.27522,TONNES
2016,0.0,TONNES
2016,0.33047,TONNES
2016,1.27522,TONNES
2016,0.0,TONNES
2016,0.67058,KG_PER_CON_USD
2016,2.58767,KG_PER_CON_USD
2016,0.0,KG_PER_CON_USD
2016,0.01081,KG_PER_CON_USD
2016,1.54104,KG_PER_CON_USD
2016,1e-05,KG_PER_CON_USD
2016,1.30903,KG_PER_CON_USD
2016,0.0,KG_PER_CON_USD
2016,0.62614,KG_PER_CON_USD
2016,0.04444,KG_PER_CON_USD
2016,3.8318,KG_PER_CON_USD
2016,0.0,KG_PER_CON_USD
2016,0.87944,KG_PER_CON_USD
2016,7.09006,KG_PER_CON_USD
2016,0.09148,KG_PER_CON_USD
2016,0.0,KG_PER_CON_USD
2016,2.58767,KG_PER_CON_USD
2016,1e-05,KG_PER_CON_USD
2016,0.0,TONNES
2016,0.0,TONNES
2016,100473296.76338,TONNES
2016,26037293.139,TONNES
2016,1725657.2015,TONNES
2016,59835112.8,TONNES
