Year,Value,Units
2004,0.26777,PERCENT
2005,0.05799,PERCENT
2006,0.06044,PERCENT
2007,0.13609,PERCENT
2008,0.08253,PERCENT
2009,0.07822,PERCENT
2015,0.40638,PERCENT
