Year,Value,Units
2005,0.07439,PERCENT
2006,0.08857,PERCENT
2007,0.05258,PERCENT
2008,0.07429,PERCENT
2009,0.10457,PERCENT
2010,0.0728,PERCENT
2011,4.36343,PERCENT
2012,2.92038,PERCENT
2013,3.06416,PERCENT
2014,2.10646,PERCENT
2015,3.07658,PERCENT
2016,1.59818,PERCENT
2017,2.83092,PERCENT
2018,3.86609,PERCENT
2019,4.11962,PERCENT
2020,2.27655,PERCENT
