Year,Value,Units
2000,-9.3,PERCENT
2001,-4.7,PERCENT
2002,0.0,PERCENT
2003,2.5,PERCENT
2004,3.5,PERCENT
2005,2.8,PERCENT
2006,3.8,PERCENT
2007,4.6,PERCENT
2008,4.5,PERCENT
2009,1.2,PERCENT
2010,5.3,PERCENT
2011,5.3,PERCENT
2012,5.5,PERCENT
2013,5.0,PERCENT
2014,5.9,PERCENT
2015,3.4,PERCENT
2016,-0.9,PERCENT
2017,0.3,PERCENT
2018,2.3,PERCENT
2019,0.9,PERCENT
2020,-0.2,PERCENT
2021,1.1,PERCENT
