Year,Value,Units
2000,63092.0,NUMBER
2000,21045.0,NUMBER
2000,9705.0,NUMBER
2000,15397.0,NUMBER
2005,71654.0,NUMBER
2005,10769.0,NUMBER
2005,17582.0,NUMBER
2005,23733.0,NUMBER
2010,82002.0,NUMBER
2010,12347.0,NUMBER
2010,27285.0,NUMBER
2010,20144.0,NUMBER
2015,32895.0,NUMBER
2015,13335.0,NUMBER
2015,20459.0,NUMBER
2015,86740.0,NUMBER
2019,98582.0,NUMBER
2019,22352.0,NUMBER
2019,15410.0,NUMBER
2019,38857.0,NUMBER
