Year,Value,Units
2018,7.5,PERCENT
2018,3.45,PERCENT
2018,43.3,PERCENT
2018,8.8,PERCENT
2018,17.4,PERCENT
2018,6.75,PERCENT
2018,9.7,PERCENT
2018,5.25,PERCENT
2018,9.8,PERCENT
2018,5.2,PERCENT
2018,11.5,PERCENT
2018,7.0,PERCENT
2018,3.5,PERCENT
2018,6.2,PERCENT
2018,24.0,PERCENT
2018,23.6,PERCENT
2018,14.35,PERCENT
2018,2.55,PERCENT
2018,3.0,PERCENT
2018,12.8,PERCENT
2018,9.2,PERCENT
2018,7.0,PERCENT
2018,16.15,PERCENT
2018,9.65,PERCENT
