Year,Value,Units
2000,0.49345,PERCENT
2000,63.12583,PERCENT
2000,7.91999,Ratio
2000,513.90684,PERCENT
2000,-11.81814,PERCENT
2000,1.24106,PERCENT
2000,-3.62611,PERCENT
2000,4.90036,PERCENT
2000,13.28999,PERCENT
2000,-6.91093,PERCENT
2000,69.0,Ratio
2000,7.80593,PERCENT
2001,1.37428,PERCENT
2001,164.43615,PERCENT
2001,2.57624,Ratio
2001,41.4272,PERCENT
2001,359.93661,PERCENT
2001,-34.48276,PERCENT
2001,-0.78774,PERCENT
2001,-19.49458,PERCENT
2001,7.08725,PERCENT
2001,-22.97992,PERCENT
2001,-2.10017,PERCENT
2001,300.0,Ratio
2001,22.4517,PERCENT
2002,2.14938,PERCENT
2002,119.23145,PERCENT
2002,3.4474,Ratio
2002,38.4425,PERCENT
2002,31.52258,PERCENT
2002,63.2964,PERCENT
2002,-9.93236,PERCENT
2002,82.47384,PERCENT
2002,47.55578,PERCENT
2002,41.0168,PERCENT
2002,2.94777,PERCENT
2002,346.6879,Ratio
2002,25.35507,PERCENT
2003,4.37764,PERCENT
2003,131.25481,PERCENT
2003,2.88974,Ratio
2003,29.73571,PERCENT
2003,12.87397,PERCENT
2003,-11.78965,PERCENT
2003,23.60519,PERCENT
2003,14.74503,PERCENT
2003,3.73768,PERCENT
2003,110.32692,PERCENT
2003,5.57782,PERCENT
2003,405.3974,Ratio
2003,32.14521,PERCENT
2004,3.97216,PERCENT
2004,115.36518,PERCENT
2004,2.20681,Ratio
2004,81.85424,PERCENT
2004,3.99438,PERCENT
2004,53.36538,PERCENT
2004,4.60218,PERCENT
2004,2.7396,PERCENT
2004,-6.15788,PERCENT
2004,-2.08454,PERCENT
2004,6.73837,PERCENT
2004,399.4757,Ratio
2004,38.53369,PERCENT
2005,-3.24795,PERCENT
2005,13400000.0,CU_USD
2005,1.50445,PERCENT
2005,93.25277,PERCENT
2005,0.40453,Ratio
2005,4.13134,Ratio
2005,23.34078,PERCENT
2005,21.31682,PERCENT
2005,23.46991,PERCENT
2005,7.00508,PERCENT
2005,12.99836,PERCENT
2005,16.56684,PERCENT
2005,23.53105,PERCENT
2005,6.13515,PERCENT
2005,473.908,Ratio
2005,42.56765,PERCENT
2006,0.33075,PERCENT
2006,413200000.0,CU_USD
2006,1.77209,PERCENT
2006,81.00506,PERCENT
2006,0.48422,Ratio
2006,5.55744,Ratio
2006,56.53032,PERCENT
2006,13.05269,PERCENT
2006,24.89305,PERCENT
2006,0.10918,PERCENT
2006,-9.36685,PERCENT
2006,18.63345,PERCENT
2006,-11.74716,PERCENT
2006,5.32098,PERCENT
2006,468.2788,Ratio
2006,38.72847,PERCENT
2007,3.1487,PERCENT
2007,1833600000.0,CU_USD
2007,10.80237,PERCENT
2007,77.37415,PERCENT
2007,0.31417,Ratio
2007,6.48516,Ratio
2007,50.58676,PERCENT
2007,16.9451,PERCENT
2007,7.75369,PERCENT
2007,7.33597,PERCENT
2007,26.73,PERCENT
2007,12.26022,PERCENT
2007,30.06402,PERCENT
2007,6.25948,PERCENT
2007,516.7498,Ratio
2007,38.83594,PERCENT
2008,-0.76307,PERCENT
2008,1574900000.0,CU_USD
2008,8.72627,PERCENT
2008,66.616,PERCENT
2008,0.10525,Ratio
2008,21.5939,Ratio
2008,55.05028,PERCENT
2008,17.30138,PERCENT
2008,19.98467,PERCENT
2008,0.56644,PERCENT
2008,4.685,PERCENT
2008,6.38135,PERCENT
2008,-6.91071,PERCENT
2008,6.22589,PERCENT
2008,559.2925,Ratio
2008,43.96489,PERCENT
2009,-6.02251,PERCENT
2009,1189400000.0,CU_USD
2009,-1.30414,PERCENT
2009,73.29871,PERCENT
2009,1.64105,Ratio
2009,1.74915,Ratio
2009,56.21405,PERCENT
2009,2.8,PERCENT
2009,-17.2317,PERCENT
2009,2.23643,PERCENT
2009,-28.28055,PERCENT
2009,65.96755,PERCENT
2009,0.0,PERCENT
2009,2.85506,PERCENT
2009,809.7858,Ratio
2009,39.68175,PERCENT
2010,-10.07849,PERCENT
2010,3237400000.0,CU_USD
2010,12.71601,PERCENT
2010,29.71029,PERCENT
2010,1.30717,Ratio
2010,1.67864,Ratio
2010,34.76428,PERCENT
2010,7.1,PERCENT
2010,63.58186,PERCENT
2010,6.89838,PERCENT
2010,38.75191,PERCENT
2010,13.86061,PERCENT
2010,49.07743,PERCENT
2010,7.10798,PERCENT
2010,905.9135,Ratio
2010,45.44249,PERCENT
2011,-4.95594,PERCENT
2011,2142709172.89428,CU_USD
2011,6.17662,PERCENT
2011,22.3023,PERCENT
2011,1.16364,Ratio
2011,2.06035,Ratio
2011,21.49686,PERCENT
2011,15.31652,PERCENT
2011,5.7787,PERCENT
2011,-6.1611,PERCENT
2011,25.01773,PERCENT
2011,68.07726,PERCENT
2011,29.56375,PERCENT
2011,6.87467,PERCENT
2011,919.4913,Ratio
2011,46.82708,PERCENT
2012,-4.301,PERCENT
2012,3532436437.31736,CU_USD
2012,9.86687,PERCENT
2012,20.26612,PERCENT
2012,1.62246,Ratio
2012,1.92975,Ratio
2012,20.67061,PERCENT
2012,9.72183,PERCENT
2012,31.41671,PERCENT
2012,16.15728,PERCENT
2012,11.41899,PERCENT
2012,3.12387,PERCENT
2012,27.06523,PERCENT
2012,7.0869,PERCENT
2012,919.755,Ratio
2012,42.31181,PERCENT
2013,-9.51294,PERCENT
2013,3355250.26439,CU_USD
2013,5.19461,PERCENT
2013,20.53149,PERCENT
2013,1.22602,Ratio
2013,2.22917,Ratio
2013,18.74038,PERCENT
2013,0.80822,PERCENT
2013,4.55261,PERCENT
2013,12.66579,PERCENT
2013,10.52662,PERCENT
2013,-0.72659,PERCENT
2013,8.01709,PERCENT
2013,8.48196,PERCENT
2013,919.5659,Ratio
2013,38.24999,PERCENT
2014,-4.79716,PERCENT
2014,13643449.61145,CU_USD
2014,4.17603,PERCENT
2014,16.67795,PERCENT
2014,1.13229,Ratio
2014,2.73854,Ratio
2014,14.66031,PERCENT
2014,1.24304,PERCENT
2014,4.85123,PERCENT
2014,7.77456,PERCENT
2014,21.38688,PERCENT
2014,4.80033,PERCENT
2014,8.66027,PERCENT
2014,9.47029,PERCENT
2014,925.2263,Ratio
2014,41.77778,PERCENT
2015,-3.9131,PERCENT
2015,94148145.80115,CU_USD
2015,3.07434,PERCENT
2015,15.16779,PERCENT
2015,1.04303,Ratio
2015,3.83262,Ratio
2015,9.38546,PERCENT
2015,0.7442,PERCENT
2015,2.59004,PERCENT
2015,6.65127,PERCENT
2015,4.0979,PERCENT
2015,-9.42088,PERCENT
2015,-6.47011,PERCENT
2015,6.91617,PERCENT
2015,925.985,Ratio
2015,44.18253,PERCENT
2016,-4.05029,PERCENT
2016,13220690.88977,CU_USD
2016,2.51078,PERCENT
2016,13.81625,PERCENT
2016,0.57155,Ratio
2016,7.34488,Ratio
2016,21.7749,PERCENT
2016,2.88585,PERCENT
2016,-29.59988,PERCENT
2016,2.40387,PERCENT
2016,-0.8756,PERCENT
2016,10.50089,PERCENT
2016,-3.71089,PERCENT
2016,2.3994,PERCENT
2016,1010.3028,Ratio
2016,34.15933,PERCENT
2017,-3.26525,PERCENT
2017,10591290.57535,CU_USD
2017,2.75644,PERCENT
2017,13.76047,PERCENT
2017,0.5895,Ratio
2017,6.92856,Ratio
2017,34.26826,PERCENT
2017,-32.8399,PERCENT
2017,2.37551,PERCENT
2017,7.34424,PERCENT
2017,23.25913,PERCENT
2017,9.74324,PERCENT
2017,3.72695,PERCENT
2017,1464.4179,Ratio
2017,47.60481,PERCENT
2018,-3.54711,PERCENT
2018,38282757.69963,CU_USD
2018,2.98554,PERCENT
2018,10.8051,PERCENT
2018,0.40823,Ratio
2018,8.87678,Ratio
2018,35.80148,PERCENT
2018,10.16078,PERCENT
2018,-1.47573,PERCENT
2018,14.24458,PERCENT
2018,12.86899,PERCENT
2018,4.74118,PERCENT
2018,5.82112,PERCENT
2018,1622.5235,Ratio
2018,59.24998,PERCENT
2019,-3.35954,PERCENT
2019,70212769.01371,CU_USD
2019,2.6805,PERCENT
2019,11.47395,PERCENT
2019,0.77879,Ratio
2019,6.56175,PERCENT
2019,17.34653,PERCENT
2019,1.44273,PERCENT
2019,6.29043,PERCENT
2019,25.16001,PERCENT
2019,4.38453,PERCENT
2019,1647.7601,Ratio
2019,44.06085,PERCENT
2020,-2.24697,PERCENT
2020,39445152.70608,CU_USD
2020,3.07508,PERCENT
2020,12.93574,PERCENT
2020,0.5599,Ratio
2020,4.12063,PERCENT
2020,-8.0185,PERCENT
2020,7.99642,PERCENT
2020,31.34219,PERCENT
2020,12.04428,PERCENT
2020,1.73542,PERCENT
2020,1851.1222,Ratio
2020,42.66481,PERCENT
