Year,Sex,Age,Location,Quantile,Units,Value
2018,BOTHSEX,M36T59,,,PERCENT,56.7
2018,FEMALE,M36T59,,,PERCENT,57.2
2018,MALE,M36T59,,,PERCENT,56.2
