Year,Value,Units
2006,3.80999,CON_USD
2007,6.51664,CON_USD
2008,4.0365,CON_USD
2009,5.60738,CON_USD
2010,2.46927,CON_USD
2011,1.9186,CON_USD
2012,2.10364,CON_USD
2013,3.74861,CON_USD
2014,3.73923,CON_USD
2015,3.73077,CON_USD
2016,4.25484,CON_USD
2017,6.26857,CON_USD
2018,4.91001,CON_USD
2019,5.30101,CON_USD
2020,4.87807,CON_USD
