Year,Value,Units
2012,1,NUMBER
2012,57,NUMBER
2013,1,NUMBER
2013,59,NUMBER
2014,1,NUMBER
2014,77,NUMBER
2015,1,NUMBER
2015,81,NUMBER
2016,0,NUMBER
2016,1,NUMBER
2016,83,NUMBER
2017,1,NUMBER
2017,0,NUMBER
2017,1,NUMBER
2017,86,NUMBER
2018,0,NUMBER
2018,1,NUMBER
2018,87,NUMBER
2019,0,NUMBER
2019,1,NUMBER
2019,93,NUMBER
2020,0,NUMBER
2020,1,NUMBER
2020,95,NUMBER
2021,1,NUMBER
2021,0,NUMBER
2021,1,NUMBER
2021,96,NUMBER
2022,0,NUMBER
2022,1,NUMBER
2022,97,NUMBER
