Year,Value,Units
2010,60983338,NUMBER
2011,61690568,NUMBER
2012,61568637,NUMBER
2013,60606457,NUMBER
2014,57543026,NUMBER
2015,52564709,NUMBER
2016,49900757,NUMBER
2017,55563633,NUMBER
2018,52756552,NUMBER
2019,53320501,NUMBER
2020,54963277,NUMBER
