Year,Value,Units
2000,97.94,PERCENT
2001,98.34,PERCENT
2002,98.27,PERCENT
2003,97.97,PERCENT
2004,97.88,PERCENT
2005,97.42,PERCENT
2006,97.33,PERCENT
2007,97.17,PERCENT
2008,96.97,PERCENT
2009,97.02,PERCENT
2010,96.81,PERCENT
2011,96.21,PERCENT
2012,95.47,PERCENT
2013,93.92,PERCENT
2014,92.87,PERCENT
2015,95.82,PERCENT
2016,97.03,PERCENT
2017,96.7,PERCENT
2018,96.38,PERCENT
2019,96.24,PERCENT
