Year,Value,Units
2005,7.78469,PERCENT
2006,9.03713,PERCENT
2007,7.52907,PERCENT
2008,7.59889,PERCENT
2009,12.33373,PERCENT
2010,3.05421,PERCENT
2011,2.44067,PERCENT
2012,3.05352,PERCENT
2013,3.28723,PERCENT
2014,3.21189,PERCENT
2015,3.72883,PERCENT
2016,4.00456,PERCENT
2017,3.3689,PERCENT
2018,2.30547,PERCENT
2019,7.13686,PERCENT
2020,2.26989,PERCENT
