Year,Sex,Age,Location,Quantile,Units,Value
2017,,,,,PERCENT,
2017,,,,,PERCENT,
2017,,,,,PERCENT,99.61
2020,,,,,PERCENT,
2020,,,,,PERCENT,
2020,,,,,PERCENT,99.61
