Year,Sex,Age,Location,Quantile,Units,Value
2004,,,,,PERCENT,40.8
2005,,,,,PERCENT,40.9
2006,,,,,PERCENT,40.9
2007,,,,,PERCENT,40.5
2008,,,,,PERCENT,40.3
2009,,,,,PERCENT,41.1
2010,,,,,PERCENT,39.8
2011,,,,,PERCENT,39.6
2012,,,,,PERCENT,39.4
2013,,,,,PERCENT,39.0
2014,,,,,PERCENT,38.6
2015,,,,,PERCENT,39.2
2016,,,,,PERCENT,40.4
2017,,,,,PERCENT,40.0
2018,,,,,PERCENT,39.4
2019,,,,,PERCENT,39.8
